name,timeframe,sma_window,buffer,entry_persistence,exit_persistence,confirmation_price,start,end,final_equity,total_return,cagr,sharpe,calmar,max_drawdown,fee_drag,fee_only_drag,slippage_drag,turnover,rebalances,avg_exposure
Distance buffer 4H corrected,4h,750,0.035,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,31371.08886674586,2.137108886674586,0.43796342701414925,1.236264709983056,2.1068065106026417,-0.2078802323849246,0.1076546108563915,0.0861236886851132,0.0215309221712783,26.0,26,0.5423951048951049
Distance buffer 4H corrected,4h,800,0.03,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,30754.58949035383,2.075458949035383,0.42892478141297175,1.2167924458436195,1.9579108429747474,-0.2190726829835039,0.19357903891685238,0.15486323113348188,0.03871580778337047,36.0,36,0.5533216783216783
Distance buffer 4H corrected,4h,800,0.035,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28473.849163779756,1.8473849163779756,0.3943696046273,1.1511226862620747,1.84978636899587,-0.2131973784850506,0.14401888370151184,0.11521510696120947,0.028803776740302368,30.0,30,0.5442890442890443
Distance buffer 4H corrected,4h,750,0.035,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28431.12957945851,1.8431129579458507,0.39370463861936056,1.1462032237086652,1.802906316213783,-0.2183722110676084,0.3576476694058815,0.2861181355247052,0.0715295338811763,76.0,76,0.5416666666666666
Distance buffer 4H corrected,4h,750,0.03,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29232.497612762545,1.9232497612762547,0.40606684721346853,1.1668266829839546,1.802343995904837,-0.22529930364908468,0.13971593115853087,0.11177274492682472,0.02794318623170618,32.0,32,0.5527389277389277
Distance buffer 4H corrected,4h,750,0.035,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29471.23409079477,1.947123409079477,0.40970491645239626,1.1789013341975194,1.7803795399682887,-0.23012223363322504,0.15785053468653668,0.12628042774922935,0.031570106937307336,38.0,38,0.5421037296037297
Distance buffer 4H corrected,4h,700,0.035,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28448.614522435564,1.8448614522435562,0.3939768887149524,1.151343838764087,1.7679572212538093,-0.22284299867592372,0.14222601494273013,0.11378081195418409,0.028445202988546022,33.0,33,0.525495337995338
Distance buffer 4H corrected,4h,700,0.03,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29264.86442654516,1.9264864426545159,0.40656126524979386,1.174413737202801,1.7671168024298454,-0.23007039754857084,0.169997002279006,0.13599760182320478,0.033999400455801194,39.0,39,0.5412296037296037
Distance buffer 4H corrected,4h,800,0.03,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,31011.443262993285,2.1011443262993286,0.43270546467657023,1.2227969447386484,1.762477888912277,-0.24550972661768644,0.16254349290556871,0.13003479432445497,0.03250869858111374,30.0,30,0.5531759906759907
Distance buffer 4H corrected,4h,800,0.025,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,30143.526638999996,2.0143526638999996,0.4198430121242753,1.1948111853942782,1.7492875124766547,-0.2400080084776106,0.14160831114138925,0.11328664891311141,0.028321662228277852,32.0,32,0.5657051282051282
